id,SimplifiedName,TraditionalName,PinyinName,CategoryName,EnglishName_1,EnglishName_2,EnglishName_3,EnglishInterpretation,sort_id,CategoryCode
194,肾咳,腎咳,shèn hāi,中医内科学,0,kidney cough,kidney cough,0,46,5.511.017
195,肾衰,腎衰,shèn shuāi,中医内科学,0,renal failure,renal failure,0,46,5.521.017
196,肾泄,腎泄,shèn xiè,中医内科学,0,kidney diarrhea,kidney diarrhea,0,46,5.531.017
197,肾虚泄泻,腎虛泄瀉,shèn xū xiè xiè,中医内科学,0,diarrhea due to kidney deficiency,kidney-deficiency diarrhea,0,46,5.541.017
198,肾虚腰痛,腎虛腰痛,shèn xū yāo tòng,中医内科学,0,kidney deficiency lumbar pain,kidney-deficiency lumbago,0,46,5.551.017
199,肾着,腎著,shèn zhe,中医内科学,0,kidney fixed bì,kidney affection by colddampness,0,46,5.561.017
200,失精,失精,shī jīng,中医内科学,0,①seminal emission ②loss of essence,① seminal emission ②loss of essence,0,46,5.571.017
201,失眠,失眠,shī mián,中医内科学,0,insomnia,insomnia,0,46,5.581.017
202,湿病,濕病,shī bìng,中医内科学,0,dampness disease,dampness disease,0,46,5.591.017
203,湿霍乱,濕霍亂,shī huò luàn,中医内科学,0,dampness cholera,dampness cholera,0,46,5.601.017
204,湿疟,濕瘧,shī nüè,中医内科学,dampness malaria,dampness malaria,dampness malaria,"malaria complicated by dampness, manifested as paroxysms of chills and unsurfaced fever, accompanied by impaired sweating, nausea, vomiting, anorexia, slimy tongue coating and relaxed pulse",46,5.611.017
205,湿热痢,濕熱痢,shī rè lì,中医内科学,0,damp-heat dysentery,dampness-heat dysentery,0,46,5.621.017
206,湿热泄泻,濕熱泄瀉,shī rè xiè xiè,中医内科学,0,damp-heat diarrhea,dampness-heat diarrhea,0,46,5.631.017
207,湿热腰痛,濕熱腰痛,shī rè yāo tòng,中医内科学,0,damp-heat lumbar pain,dampness-heat lumbago,0,46,5.641.017
208,湿郁发热,濕鬱發熱,shī yù fā rè,中医内科学,0,fever due to damp constraint; damp-constraint fever,dampness-stagnation fever,0,46,5.651.017
209,湿阻,濕阻,shī zǔ,中医内科学,0,dampness obstruction,dampness obstruction,0,46,5.661.017
210,石淋,石淋,shí lín,中医内科学,stone strangury,stony strangury,urolithic stranguria,painful and difficult urination due to the passage of urinary calculi,46,5.671.017
211,石水,石水,shí shuǐ,中医内科学,stony edema,stony edema,stony edema,a type of edema marked by stony hardness of the lower abdomen,46,5.681.017
212,时病,時病,shí bìng,中医内科学,0,seasonal disease,seasonal disease,0,46,5.691.017
213,时毒病,時毒病,shí dú bìng,中医内科学,0,seasonal toxin,seasonal toxin,0,46,5.701.017
214,时行,時行,shí háng,中医内科学,0,seasonal epidemic,seasonal epidemic,0,46,5.711.017
215,时行感冒,時行感冒,shí háng gǎn mào,中医内科学,influenza,influenza,influenza,"a disease attributable to invasion of the lung-superficies by an epidemic pathogen that causes acute fever, sore throat, headache and general aching",46,5.721.017
216,时气,時氣,shí qì,中医内科学,0,seasonal epidemic,seasonal epidemic,0,46,5.731.017
217,时疫,時疫,shí yì,中医内科学,seasonal epidemic,seasonal epidemic,seasonal epidemic,epidemic infectious disease in a certain season,46,5.741.017
218,时疫痢,時疫痢,shí yì lì,中医内科学,0,epidemic dysentery,epidemic dysentery,0,46,5.751.017
219,实喘,實喘,shí chuǎn,中医内科学,dyspnea of excess type,excess-type panting,excess-type dyspnea,"dyspnea caused by external contraction, marked by rapid, forceful and coarse breathing with acute onset and short duration",46,5.761.017
220,实秘,實秘,shí mì,中医内科学,0,excess constipation,excess constipation,0,46,5.771.017
221,实痞,實痞,shí pǐ,中医内科学,stuffiness of excess type,"pǐ syndrome due to excess, excess pǐ",fullness syndrome of excess type,sensation of stuffiness caused by accumulation of pathogenic factors,46,5.781.017
222,食积泻,食積瀉,shí jī xiè,中医内科学,0,diarrhea due to food accumulation,food accumulation diarrhea,0,46,5.791.017
223,食厥,食厥,shí jué,中医内科学,crapulent syncope,food syncope,crapulent syncope,syncope due to eating and drinking too much at one sitting,46,5.801.017
224,食劳疳黄,食勞疳黃,shí láo gān huáng,中医内科学,0,gān (疳) yellowing due to food strain,yellowish puffiness,0,46,5.811.017
225,食泄,食泄,shí xiè,中医内科学,0,diarrhea due to indigestion,indigestion diarrhea,0,46,5.821.017
226,食泻,食瀉,shí xiè,中医内科学,0,diarrhea due to indigestion,indigestion diarrhea,0,46,5.831.017
227,暑病,暑病,shǔ bìng,中医内科学,0,summerheat disease,summerheat disease,0,46,5.841.017
228,暑风,暑風,shǔ fēng,中医内科学,summerheat-wind,summerheat-wind,summerheat wind,a disease marked by sudden onset of opisthotonos and convulsions caused by summerheat,46,5.851.017
229,暑秽,暑穢,shǔ huì,中医内科学,0,summerheat-filth,summerheat filth,0,46,5.861.017
230,暑霍乱,暑霍亂,shǔ huò luàn,中医内科学,0,summerheat cholera,summerheat cholera,0,46,5.871.017
231,暑痉,暑痙,shǔ jìng,中医内科学,0,summerheat convulsion,summerheat convulsion,0,46,5.881.017
232,暑厥,暑厥,shǔ jué,中医内科学,0,summerheat syncope,summerheat syncope,0,46,5.891.017
233,暑疟,暑瘧,shǔ nüè,中医内科学,0,summerheat malaria,summerheat malaria,0,46,5.901.017
234,暑湿,暑濕,shǔ shī,中医内科学,summerheat- dampness,summerheat-damp,summerheat dampness,a combined pathogen of summerheat and dampness,46,5.911.017
235,暑温,暑溫,shǔ wēn,中医内科学,summerheat-warmth,summerheat-warmth,summerheat warmth,a warm disease attributable to contraction of summerheat pathogen,46,5.921.017
236,暑瘵,暑瘵,shǔ zhài,中医内科学,0,summerheat phthisis,summer phthisis,0,46,5.931.017
237,水气,水氣,shuǐ qì,中医内科学,0,①edema ②fluid retention,① edema ②fluid retention,0,46,5.941.017
238,四饮,四飲,sì yǐn,中医内科学,0,four types of rheum (fluid retention),four types of fluid retention,0,46,5.951.017
239,飧水泄,飧水泄,sūn shuǐ xiè,中医内科学,0,lienteric diarrhea (diarrhea with undigested food),lienteric diarrhea,0,46,5.961.017
240,飧泄,飧泄,sūn xiè,中医内科学,swill diarrhea,lienteric diarrhea (diarrhea with undigested food),lienteric diarrhea,diarrhea marked by watery stool containing undigested food,46,5.971.017
241,飧泻,飧瀉,sūn xiè,中医内科学,0,lienteric diarrhea (diarrhea with undigested food),lienteric diarrhea,0,46,5.981.017
242,痰厥,痰厥,tán jué,中医内科学,phlegm syncope,phlegm syncope,phlegm syncope,syncope due to exuberant phlegm that causes a qi block,46,5.991.017
243,痰热厥,痰熱厥,tán rè jué,中医内科学,0,phlegm-heat syncope,0,0,46,6.001.017
244,痰饮,痰飲,tán yǐn,中医内科学,0,phlegm rheum,phlegm-fluid retention,0,46,6.011.017
245,溏泄,溏泄,táng xiè,中医内科学,sloppy diarrhea,sloppy diarrhea,sloppy diarrhea,"diarrhea with soft, unformed stool",46,6.021.017
246,痛痹,痛痹,tòng bì,中医内科学,0,painful bì (cold bì),agonizing arthralgia; cold arthralgia,0,46,6.031.017
247,痛风,痛風,tòng fēng,中医内科学,0,"gout (""pain wind"", tòng fēng, 痛风)",① pain wind ② wind arthralgia ③ gout,0,46,6.041.017
248,腿软,腿軟,tuǐ ruǎn,中医内科学,0,weak legs,0,0,46,6.051.017
249,脱力黄,脫力黃,tuō lì huáng,中医内科学,0,"yellowish puffiness (tuō lì huáng, 脱力黄)",yellowish puffiness,0,46,6.061.017
250,脱营失精,脫營失精,tuō yíng shī jīng,中医内科学,0,desertion of ying qi and loss of essence,exhaustion of nutrient qi and loss of essence,0,46,6.071.017
251,外感发热,外感發熱,wài gǎn fā rè,中医内科学,0,fever from external contraction,external-contraction fever,0,46,6.081.017
252,外感热病,外感熱病,wài gǎn rè bìng,中医内科学,0,externally-contracted febrile disease,external-contraction febrile disease,0,46,6.091.017
253,外感温病,外感溫病,wài gǎn wēn bìng,中医内科学,0,externally-contracted warm disease,external-contraction warm disease,0,46,6.101.017
254,尫痹,尫痹,wāng bì,中医内科学,0,lame bì (rheumatoid arthritis),lame impediment (rheumatoid arthritis),0,46,6.111.017
255,痿躄,痿躄,wěi bì,中医内科学,leg flaccidity,"<at first mention> wěi (atrophy, 痿); <thereafter> wěi (痿)",0,0,46,6.121.017
256,痿病,痿病,wěi bìng,中医内科学,wilting disease,"wěi (atrophy, 痿)",atrophy-flaccidity disease,"weakness and limpness of the sinews that in severe cases leads to muscular atrophy and prevents the lifting of the legs and arms, the same as atrophy-flaccidity",46,6.131.017
257,痿黄,痿黃,wěi huáng,中医内科学,0,withered yellow <of the complexion>,sallow complexion,0,46,6.141.017
258,胃反,胃反,wèi fǎn,中医内科学,0,regurgitation,regurgitation,0,46,6.151.017
259,胃咳,胃咳,wèi hāi,中医内科学,0,stomach cough,stomach cough,0,46,6.161.017
260,温病,溫病,wēn bìng,中医内科学,warm disease,warm disease,warm disease,"a general terms for acute externally contracted diseases caused by warm pathogens, with fever as the chief manifestation, also known as warm pathogen disease",46,6.171.017
261,温毒,溫毒,wēn dú,中医内科学,0,warm toxin,warm toxin,0,46,6.181.017
262,温疟,溫瘧,wēn nüè,中医内科学,warm malaria,warm malaria,warm malaria,malaria with higher fever and lower chills than an ordinary attack， accompanied by inhibited sweating and dire thirst,46,6.191.017
263,温热病,溫熱病,wēn rè bìng,中医内科学,0,warm febrile disease,warm febrile disease,0,46,6.201.017
264,温疫,溫疫,wēn yì,中医内科学,0,warm epidemic,pestilence,0,46,6.211.017
265,温燥,溫燥,wēn zào,中医内科学,warm dryness,warm dryness,warm dryness,the pathogenic factor that causes warm dryness pattern/syndrome,46,6.221.017
266,瘟,瘟,wēn,中医内科学,0,①pestilence ②epidemic,pestilence,0,46,6.231.017
267,瘟黄,瘟黃,wēn huáng,中医内科学,0,pestilential jaundice,pestilential jaundice,0,46,6.241.017
268,瘟疫,瘟疫,wēn yì,中医内科学,pestilence,①pestilence ②epidemic,pestilence,a general term for virulent infectious epidemic diseases,46,6.251.017
269,五不男,五不男,wǔ bù nán,中医内科学,0,five types of male sterility,five types of male sterility,0,46,6.261.017
270,五更泄,五更泄,wǔ gēng xiè,中医内科学,fifth-watch diarrhea,fifth-watch diarrhea (diarrhea before dawn),diarrhea before dawn,"diarrhea occurring daily at dawn, usually due to kidney yang deficiency, the same as early morning diarrhea",46,6.271.017
271,五疫,五疫,wǔ yì,中医内科学,0,five pestilences,five pestilences,0,46,6.281.017
272,下利,下利,xià lì,中医内科学,0,diarrhea; diarrhea and dysentery,diarrhea,0,46,6.291.017
273,下消,下消,xià xiāo,中医内科学,lower wasting-thirst,xiāo kě of the lower jiao,lower consumptive thirst,a wasting-thirst case characterized chiefly by polyuria,46,6.301.017
274,痫病,癇病,xián bìng,中医内科学,0,epilepsy,epilepsy,0,46,6.311.017
275,消渴,消渴,xiāo kě,中医内科学,0,wasting-thirst,consumptive thirst,0,46,6.321.017
276,小肠咳,小腸咳,xiǎo cháng hāi,中医内科学,0,small intestinal cough,small intestinal cough,0,46,6.331.017
277,哮,哮,xiāo,中医内科学,wheezing,wheezing,wheezing,difficult and labored breathing with a whistling sound,46,6.341.017
278,哮病,哮病,xiāo bìng,中医内科学,0,wheezing,wheezing disease,0,46,6.351.017
279,哮喘,哮喘,xiāo chuǎn,中医内科学,wheezing and dyspnea,wheezing and panting,asthma,"a diseased state characterized by paroxysmal labored breathing accompanied by a whistling sound, such as in asthma",46,6.361.017
280,协热利,協熱利,xié rè lì,中医内科学,0,diarrhea with fever,diarrhea with fever,0,46,6.371.017
281,胁痛,脅痛,xié tòng,中医内科学,0,rib-side pain,hypochondriac pain,0,46,6.381.017
282,泄泻,泄瀉,xiè xiè,中医内科学,diarrhea,diarrhea,diarrhea,abnormally frequent intestinal evacuations with soft or fluid stool,46,6.391.017
283,心痹,心痹,xīn bì,中医内科学,heart impediment,heart bì,heart impediment,a type of impediment disease mainly involving the heart,46,6.401.017
284,心咳,心咳,xīn hāi,中医内科学,0,heart cough,heart cough,0,46,6.411.017
285,新感,新感,xīn gǎn,中医内科学,new contraction,new contraction,new contraction,"immediate onset of the febrile diseases after invasion by the exopathogen, marked by exterior syndrome of aversion to wind-cold at the beginning",46,6.421.017
286,新感温病,新感溫病,xīn gǎn wēn bìng,中医内科学,0,newly-contracted warm disease,new-contraction warm disease,0,46,6.431.017
287,胸痹,胸痹,xiōng bì,中医内科学,chest impediment,chest bì,chest impediment,"a disease characterized by paroxysms of pectoral pain, sometimes accompanied by a feeling of oppression",46,6.441.017
288,休息痢,休息痢,xiū xī lì,中医内科学,intermittent dysentery,intermittent dysentery,recurrent dysentery,chronic dysentery with frequent relapse,46,6.451.017
289,虚喘,虛喘,xū chuǎn,中医内科学,dyspnea of deficiency type,deficiency-type panting,deficiency-type dyspnea,"dyspnea due to insufficient lung and kidney qi, marked by shortness of breath and dyspnea upon exertion, usually gradual on onset and chronic in nature",46,6.461.017
290,虚寒痢,虛寒痢,xū hán lì,中医内科学,0,deficiency-cold dysentery,deficiency-cold dysentery,0,46,6.471.017
291,虚劳,虛勞,xū láo,中医内科学,consumptive disease,"deficiency-consumption (xū láo, 虚劳 or 虚痨)",consumptive disease,"a general term for chronic deficiency diseases due to consumption of yin, yang, qi and blood",46,6.481.017
292,虚痨,虛癆,xū láo,中医内科学,0,"deficiency-consumption (xū láo, 虚劳 or 虚痨)",consumptive disease,0,46,6.491.017
293,虚秘,虛秘,xū mì,中医内科学,0,deficiency constipation,constipation of deficiency type,0,46,6.501.017
294,虚痞,虛痞,xū pǐ,中医内科学,stuffiness of deficiency type,"pǐ syndrome due to deficiency, deficiency pǐ",fullness syndrome of deficiency type,sensation of stuffiness occurring in deficiency conditions,46,6.511.017
295,悬饮,懸飲,xuán yǐn,中医内科学,0,pleural rheum,pleural fluid retention,0,46,6.521.017
296,眩晕,眩暈,xuàn yūn,中医内科学,0,①vertigo ②dizziness,① vertigo ② dizziness,0,46,6.531.017
297,血厥,血厥,xuè jué,中医内科学,blood syncope,blood syncope,blood syncope,"syncope due to a fit of rage that causes an upward reverse flow of qi and blood, marked by flushed face and stringy forceful pulse",46,6.541.017
298,血淋,血淋,xuè lín,中医内科学,blood strangury,blood strangury,blood stranguria,strangury characterized by painful discharge of bloody urine,46,6.551.017
299,血虚发热,血虛發熱,xuè xū fā rè,中医内科学,0,fever due to blood deficiency; blood-deficiency fever,blood-deficiency fever,0,46,6.561.017
